#Week,Date,GameID,Site,NumPoss,HomeID,HomeName,HomeScore,AwayID,AwayName,AwayScore,HomeYards,AwayYards,HomePass,AwayPass,HomeRush,AwayRush,HomeTOs,AwayTOs,HomePen,AwayPen,HomePassPlays,AwayPassPlays,HomeRunPlays,AwayRunPlays,HomeFirstDowns,AwayFirstDowns,HomeScores,AwayScores
1009,20191231,20191231-1334-1742,NEUTRAL,0,1334,KENTUCKY,0,1742,VIRGINIA TECH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191231,20191231-1703-1732,NEUTRAL,0,1703,TEXAS,0,1732,UTAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200101,20200101-1008-1418,NEUTRAL,0,1008,ALABAMA,0,1418,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200101,20200101-1037-1428,NEUTRAL,0,1037,AUBURN,0,1428,MINNESOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200101,20200101-1051-1257,NEUTRAL,0,1051,BAYLOR,0,1257,GEORGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200101,20200101-1796-1529,NEUTRAL,0,1796,WISCONSIN,0,1529,OREGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200102,20200102-1140-1067,NEUTRAL,0,1140,CINCINNATI,0,1067,BOSTON COLLEGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200102,20200102-1694-1306,NEUTRAL,0,1694,TENNESSEE,0,1306,INDIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200103,20200103-1466-1519,NEUTRAL,0,1466,NEVADA,0,1519,OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200104,20200104-1718-1664,NEUTRAL,0,1718,TULANE,0,1664,SOUTHERN MISS.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200106,20200106-1414-1671,NEUTRAL,0,1414,MIAMI (OH),0,1671,LA.-LAFAYETTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
